id,title,author,date,views,likes,link
952,What the world can learn from China's response to the coronavirus,Gary Liu,March 2020,2400000,73000,https://ted.com/talks/gary_liu_what_the_world_can_learn_from_china_s_response_to_the_coronavirus
953,What is schizophrenia?,Anees Bahji,March 2020,7000000,212000,https://ted.com/talks/anees_bahji_what_is_schizophrenia
954,2 questions to uncover your passion — and turn it into a career,Noeline Kirabo,December 2019,3000000,91000,https://ted.com/talks/noeline_kirabo_2_questions_to_uncover_your_passion_and_turn_it_into_a_career
955,How we must respond to the coronavirus pandemic,Bill Gates,March 2020,8600000,259000,https://ted.com/talks/bill_gates_how_we_must_respond_to_the_coronavirus_pandemic
956,Simple, effective tech to connect communities in crisis,Johanna Figueira,February 2020,2000000,60000,https://ted.com/talks/johanna_figueira_simple_effective_tech_to_connect_communities_in_crisis
957,Why isn't the Netherlands underwater?,Stefan Al,March 2020,3400000,102000,https://ted.com/talks/stefan_al_why_isn_t_the_netherlands_underwater
958,A camera that can see around corners,David Lindell,November 2019,364000,10000,https://ted.com/talks/david_lindell_a_camera_that_can_see_around_corners
959,How to be your best self in times of crisis,Susan David,March 2020,2800000,84000,https://ted.com/talks/susan_david_how_to_be_your_best_self_in_times_of_crisis
960,Who was the world's first author?,Soraya Field Fiorio,March 2020,665000,19000,https://ted.com/talks/soraya_field_fiorio_who_was_the_world_s_first_author
961,"The weird history of the ""sex chromosomes""",Molly Webster,November 2019,1500000,47000,https://ted.com/talks/molly_webster_the_weird_history_of_the_sex_chromosomes
962,Go ahead, dream about the future,Charlie Jane Anders,December 2019,2300000,71000,https://ted.com/talks/charlie_jane_anders_go_ahead_dream_about_the_future
963,The imaginary king who changed the real world,Matteo Salvadore,March 2020,1100000,35000,https://ted.com/talks/matteo_salvadore_the_imaginary_king_who_changed_the_real_world
964,How repaying loans with social service transforms communities,Angie Murimirwa,December 2019,1800000,55000,https://ted.com/talks/angie_murimirwa_how_repaying_loans_with_social_service_transforms_communities
965,Without farmers, you'd be hungry, naked and sober,Eric Sannerud,October 2018,2100000,63000,https://ted.com/talks/eric_sannerud_without_farmers_you_d_be_hungry_naked_and_sober_apr_2020
966,Are you an ideal team player?,Patrick Lencioni,February 2020,461000,13000,https://ted.com/talks/patrick_lencioni_are_you_an_ideal_team_player
967,How one scientist took on the chemical industry,Mark Lytle,March 2020,348000,10000,https://ted.com/talks/mark_lytle_how_one_scientist_took_on_the_chemical_industry
968,A fascinating time capsule of human feelings toward AI,Lucy Farey-Jones,April 2019,1900000,59000,https://ted.com/talks/lucy_farey_jones_a_fascinating_time_capsule_of_human_feelings_toward_ai
969,Why COVID-19 is hitting us now — and how to prepare for the next outbreak,Alanna Shaikh,March 2020,3600000,108000,https://ted.com/talks/alanna_shaikh_why_covid_19_is_hitting_us_now_and_how_to_prepare_for_the_next_outbreak
970,How can we control the coronavirus pandemic?,Adam Kucharski,March 2020,1000000,30000,https://ted.com/talks/adam_kucharski_how_can_we_control_the_coronavirus_pandemic
971,How can we solve the antibiotic resistance crisis?,Gerry Wright,March 2020,919000,27000,https://ted.com/talks/gerry_wright_how_can_we_solve_the_antibiotic_resistance_crisis
972,A campaign for period positivity,Ananya Grover,February 2020,1800000,54000,https://ted.com/talks/ananya_grover_a_campaign_for_period_positivity
973,How we could change the planet's climate future,David Wallace-Wells,September 2019,2200000,68000,https://ted.com/talks/david_wallace_wells_how_we_could_change_the_planet_s_climate_future
974,The beautiful, mysterious science of how you hear,Jim Hudspeth,November 2019,446000,13000,https://ted.com/talks/jim_hudspeth_the_beautiful_mysterious_science_of_how_you_hear
975,¿Cuándo te importa mi silla de ruedas?,Rosario Perazolo Masjoan,November 2016,71000,2100,https://ted.com/talks/rosario_perazolo_masjoan_cuando_te_importa_mi_silla_de_ruedas
976,The tale of the doctor who defied Death,Iseult Gillespie,March 2020,6400000,193000,https://ted.com/talks/iseult_gillespie_the_tale_of_the_doctor_who_defied_death
977,Why it's so hard to talk about the N-word,Elizabeth Stordeur Pryor,December 2019,2200000,66000,https://ted.com/talks/elizabeth_stordeur_pryor_why_it_s_so_hard_to_talk_about_the_n_word
978,The dangers of a noisy ocean — and how we can quiet it down,Nicola Jones,July 2019,1500000,45000,https://ted.com/talks/nicola_jones_the_dangers_of_a_noisy_ocean_and_how_we_can_quiet_it_down
979,The meaning of life according to Simone de Beauvoir,Iseult Gillespie,March 2020,1300000,41000,https://ted.com/talks/iseult_gillespie_the_meaning_of_life_according_to_simone_de_beauvoir
980,The real reason you procrastinate,WorkLife with Adam Grant,March 2020,2600000,80000,https://ted.com/talks/worklife_with_adam_grant_the_real_reason_you_procrastinate
981,How menopause affects the brain,Lisa Mosconi,December 2019,3600000,108000,https://ted.com/talks/lisa_mosconi_how_menopause_affects_the_brain
982,What happens when a Silicon Valley technologist works for the government,Matt Cutts,April 2019,1400000,44000,https://ted.com/talks/matt_cutts_what_happens_when_a_silicon_valley_technologist_works_for_the_government
983,What's a squillo, and why do opera singers need it?,Ming Luke,March 2020,478000,14000,https://ted.com/talks/ming_luke_what_s_a_squillo_and_why_do_opera_singers_need_it
984,The gender-fluid history of the Philippines,France Villarta,February 2020,1900000,58000,https://ted.com/talks/france_villarta_the_gender_fluid_history_of_the_philippines
985,How women are revolutionizing Rwanda,Agnes Binagwaho,December 2019,1600000,49000,https://ted.com/talks/agnes_binagwaho_how_women_are_revolutionizing_rwanda
986,NASA's first software engineer: Margaret Hamilton,Matt Porter and Margaret Hamilton,March 2020,342000,10000,https://ted.com/talks/matt_porter_and_margaret_hamilton_nasa_s_first_software_engineer_margaret_hamilton
987,What investigating neural pathways can reveal about mental health,Kay M. Tye,November 2019,2400000,73000,https://ted.com/talks/kay_m_tye_what_investigating_neural_pathways_can_reveal_about_mental_health
988,How a miniaturized atomic clock could revolutionize space exploration,Jill Seubert,May 2019,2000000,60000,https://ted.com/talks/jill_seubert_how_a_miniaturized_atomic_clock_could_revolutionize_space_exploration
989,Art that reveals how technology frames reality,Jiabao Li,December 2019,391000,11000,https://ted.com/talks/jiabao_li_art_that_reveals_how_technology_frames_reality
990,What we do (and don't) know about the coronavirus,David Heymann,February 2020,2300000,70000,https://ted.com/talks/david_heymann_what_we_do_and_don_t_know_about_the_coronavirus
991,Can you solve the death race riddle?,Alex Gendler,March 2020,1400000,42000,https://ted.com/talks/alex_gendler_can_you_solve_the_death_race_riddle
992,When local news dies, so does democracy,Chuck Plunkett,June 2019,3000000,91000,https://ted.com/talks/chuck_plunkett_when_local_news_dies_so_does_democracy
993,The Egyptian myth of Isis and the seven scorpions,Alex Gendler,March 2020,2000000,60000,https://ted.com/talks/alex_gendler_the_egyptian_myth_of_isis_and_the_seven_scorpions
994,How to turn climate anxiety into action,Renée Lertzman,December 2019,2100000,65000,https://ted.com/talks/renee_lertzman_how_to_turn_climate_anxiety_into_action
995,What you need to know about stalkerware,Eva Galperin,December 2019,3500000,105000,https://ted.com/talks/eva_galperin_what_you_need_to_know_about_stalkerware
996,The Tower of Epiphany | Think Like A Coder, Ep 7,Alex Rosenthal,February 2020,447000,13000,https://ted.com/talks/alex_rosenthal_the_tower_of_epiphany_think_like_a_coder_ep_7
997,How bumble bees inspired a network of tiny museums,Amanda Schochet,November 2019,1900000,59000,https://ted.com/talks/amanda_schochet_how_bumble_bees_inspired_a_network_of_tiny_museums
998,3 ways to uproot a culture of corruption,Wanjira Mathai,September 2019,2100000,64000,https://ted.com/talks/wanjira_mathai_3_ways_to_uproot_a_culture_of_corruption
999,How technology has changed what it's like to be deaf,Rebecca Knill,February 2020,3000000,90000,https://ted.com/talks/rebecca_knill_how_technology_has_changed_what_it_s_like_to_be_deaf
1000,How to design gender bias out of your workplace,Sara Sanford,November 2018,2300000,69000,https://ted.com/talks/sara_sanford_how_to_design_gender_bias_out_of_your_workplace
1001,Why do people fear the wrong things?,Gerd Gigerenzer,February 2020,830000,24000,https://ted.com/talks/gerd_gigerenzer_why_do_people_fear_the_wrong_things
1002,Management lessons from Chinese business and philosophy,Fang Ruan,September 2019,2100000,64000,https://ted.com/talks/fang_ruan_management_lessons_from_chinese_business_and_philosophy
1003,Vultures: The acid-puking, plague-busting heroes of the ecosystem,Kenny Coogan,February 2020,1200000,36000,https://ted.com/talks/kenny_coogan_vultures_the_acid_puking_plague_busting_heroes_of_the_ecosystem
1004,What if a single human right could change the world?,Kristen Wenz,September 2019,2100000,64000,https://ted.com/talks/kristen_wenz_what_if_a_single_human_right_could_change_the_world
1005,The real story of the Black Panther Party,Curtis Austin,March 2016,1200000,36000,https://ted.com/talks/curtis_austin_the_real_story_of_the_black_panther_party
1006,How volumetric video brings a new dimension to filmmaking,Diego Prilusky,July 2019,332000,9900,https://ted.com/talks/diego_prilusky_how_volumetric_video_brings_a_new_dimension_to_filmmaking
1007,How I claimed a seat at the periodic table,Clarice Phelps,December 2019,28000,843,https://ted.com/talks/clarice_phelps_how_i_claimed_a_seat_at_the_periodic_table
1008,The secret messages of Viking runestones,Jesse Byock,February 2020,679000,20000,https://ted.com/talks/jesse_byock_the_secret_messages_of_viking_runestones
1009,Why you should get paid for your data,Jennifer Zhu Scott,December 2019,3200000,98000,https://ted.com/talks/jennifer_zhu_scott_why_you_should_get_paid_for_your_data
1010,How do blood transfusions work?,Bill Schutt,February 2020,653000,19000,https://ted.com/talks/bill_schutt_how_do_blood_transfusions_work
1011,This is your brain on air pollution,María Neira,July 2019,493000,14000,https://ted.com/talks/maria_neira_this_is_your_brain_on_air_pollution
1012,The beautiful, hard work of co-parenting,Joel Leon,December 2019,1500000,47000,https://ted.com/talks/joel_leon_the_beautiful_hard_work_of_co_parenting
1013,A brief tour of the last 4 billion years (dinosaurs not included),Lauren Sallan,July 2019,1600000,48000,https://ted.com/talks/lauren_sallan_a_brief_tour_of_the_last_4_billion_years_dinosaurs_not_included
1014,For the love of fangirls,Yve Blake,May 2019,1300000,41000,https://ted.com/talks/yve_blake_for_the_love_of_fangirls
1015,How surfboards connect us to nature,Yves Béhar,February 2020,322000,9600,https://ted.com/talks/yves_behar_how_surfboards_connect_us_to_nature
1016,The power of the Afro pick,Jon Gray,February 2020,387000,11000,https://ted.com/talks/jon_gray_the_power_of_the_afro_pick
1017,Why books are here to stay,Chip Kidd,January 2020,683000,20000,https://ted.com/talks/chip_kidd_why_books_are_here_to_stay
1018,Why 1.5 billion people eat with chopsticks,Jennifer 8. Lee,January 2020,1900000,59000,https://ted.com/talks/jennifer_8_lee_why_1_5_billion_people_eat_with_chopsticks
1019,The function and fashion of eyeglasses,Debbie Millman,January 2020,363000,10000,https://ted.com/talks/debbie_millman_the_function_and_fashion_of_eyeglasses
1020,How the compass unlocked the world,David Biello,January 2020,351000,10000,https://ted.com/talks/david_biello_how_the_compass_unlocked_the_world
1021,The evolution of the coffee cup lid,A.J. Jacobs,December 2019,336000,10000,https://ted.com/talks/a_j_jacobs_the_evolution_of_the_coffee_cup_lid
1022,Why pasta comes in all shapes and sizes,Paola Antonelli,December 2019,459000,13000,https://ted.com/talks/paola_antonelli_why_pasta_comes_in_all_shapes_and_sizes
1023,How symbols and brands shape our humanity,Debbie Millman,December 2019,2200000,67000,https://ted.com/talks/debbie_millman_how_symbols_and_brands_shape_our_humanity
1024,How to revive and empower local communities,Raghuram Rajan,July 2019,31000,955,https://ted.com/talks/raghuram_rajan_how_to_revive_and_empower_local_communities
1025,Online predators spread fake porn of me. Here's how I fought back,Noelle Martin,November 2017,471000,14000,https://ted.com/talks/noelle_martin_online_predators_spread_fake_porn_of_me_here_s_how_i_fought_back
1026,The legend of Annapurna, Hindu goddess of nourishment ,Antara Raychaudhuri and Iseult Gillespie,February 2020,3000000,92000,https://ted.com/talks/antara_raychaudhuri_and_iseult_gillespie_the_legend_of_annapurna_hindu_goddess_of_nourishment
1027,What a nun can teach a scientist about ecology,Victoria Gill,November 2019,1600000,50000,https://ted.com/talks/victoria_gill_what_a_nun_can_teach_a_scientist_about_ecology
1028,How teachers can help students navigate trauma,Lisa Godwin,October 2019,2400000,72000,https://ted.com/talks/lisa_godwin_how_teachers_can_help_students_navigate_trauma
1029,Epic Engineering: Building the Brooklyn Bridge ,Alex Gendler,February 2020,1200000,36000,https://ted.com/talks/alex_gendler_epic_engineering_building_the_brooklyn_bridge
1030,How online marketplaces can help local economies, not hurt them,Amane Dannouni,September 2019,2300000,69000,https://ted.com/talks/amane_dannouni_how_online_marketplaces_can_help_local_economies_not_hurt_them
1031,The accident that changed the world,Allison Ramsey and Mary Staicu,February 2020,1000000,31000,https://ted.com/talks/allison_ramsey_and_mary_staicu_the_accident_that_changed_the_world
1032,Why immigration prisons aren't the answer,César Cuauhtémoc García Hernández,November 2019,28000,848,https://ted.com/talks/cesar_cuauhtemoc_garcia_hernandez_why_immigration_prisons_aren_t_the_answer
1033,Imaginative sculptures that explore how we perceive reality,Alicia Eggert,July 2019,229000,6800,https://ted.com/talks/alicia_eggert_imaginative_sculptures_that_explore_how_we_perceive_reality
